id,num_orders
1028232,139.00162690768747
1127204,131.77555036182056
1212707,124.2352414768107
1082698,43.91380537496851
1400926,33.59083064587332
1284113,218.01357981814593
1197966,263.8070309274309
1132739,205.29046486104403
1057981,80.42217152807123
1095932,101.73038020796895
1454421,93.56871374777842
1149765,198.10885233454061
1166964,358.46104102283914
1010949,249.37975850498566
1409575,19.243484474555345
1181616,15.057782475213553
1456020,289.7522287432603
1264395,134.39827546049526
1472931,85.47767799168423
1412015,99.07414727063863
1461229,131.19828216215973
1014564,139.21205782000482
1485914,68.77785320832592
1345389,91.51200370690566
1006833,127.04646320168375
1174921,21.63453610306722
1175393,20.43538026562709
1152412,21.810781514719373
1497398,22.115236765686483
1363486,21.84017900386045
1366766,24.537632303922262
1192413,20.14075846966807
1319547,271.8459245093209
1337684,67.04524004962386
1479766,153.1460205352033
1460444,1260.3014981798156
1139730,693.9223541601699
1115056,317.6182600394976
1335827,109.73072664252015
1385333,686.0890424397016
1096323,803.7021297220383
1230693,974.9939280815156
1027016,112.03645373565993
1181520,70.15873676452843
1306234,170.0276099517729
1271440,980.6950751116378
1269834,517.0884954183778
1176823,818.7196282151897
1193098,97.71110186190796
1034878,78.95253969710578
1010243,125.20094539870739
1451807,117.02013945489196
1016845,121.69875926427736
1198021,107.89949990874192
1413802,57.25476471172759
1231223,122.47034811454603
1274226,676.5787985573947
1425142,437.118391997553
1211593,218.11428053213768
1419190,43.99896359738012
1180223,50.01063303303569
1194932,88.35559109177308
1323477,217.1523043358617
1371595,199.08560640247106
1171521,180.87617923373875
1052384,161.93782993318547
1060921,112.43501996759906
1261811,128.04128971722213
1246502,251.39071855981484
1497466,396.25265949795846
1232717,38.33962608642844
1136112,36.45579214370214
1196334,440.98362473882503
1349533,318.78289020637385
1463406,279.84093606278
1447686,182.69347917649338
1336105,120.44353881785491
1012855,541.9831597570316
1180646,462.53797757648556
1062490,202.18269413093947
1098228,1118.09557403714
1101375,485.6042740201311
1400016,381.1268356875727
1439889,47.91320356722281
1408468,92.2664619950746
1044490,82.89726667447398
1290002,634.4073186421299
1190633,775.7543263411833
1040430,1132.1953939335338
1049366,94.46901081193488
1224120,117.83942447080038
1293810,201.60507063090134
1197335,909.2043174890218
1323989,608.2500724092315
1129467,752.004204113074
